,logFC,AveExpr,t,P.Value,adj.P.Val,B,Gene_Symbol,Significance
48580_at,-364.8405769,2111.311724,-1.90863788,0.066581811,0.449638201,-4.56595413,CXXC1,Not Significant
211004_s_at,-160.0449519,692.0924138,-1.908350514,0.066620391,0.449638201,-4.565965296,ALDH3B1,Not Significant
222333_at,-279.3729808,1110.892414,-1.908330158,0.066623124,0.449638201,-4.565966087,ALS2CL,Not Significant
208872_s_at,278.5787019,1903.195517,1.908113152,0.066652272,0.449638201,-4.565974519,REEP5,Not Significant
207396_s_at,143.1958654,457.9,1.908026968,0.066663851,0.449638201,-4.565977867,ALG3,Not Significant
206547_s_at,-60.68591346,120.6496552,-1.907934853,0.066676228,0.449638201,-4.565981446,PPEF1,Not Significant
218283_at,-145.9863462,936.2496552,-1.907869177,0.066685054,0.449638201,-4.565983997,SS18L2,Not Significant
221656_s_at,-115.3799519,821.4851724,-1.907861372,0.066686103,0.449638201,-4.5659843,ARHGEF10L,Not Significant
220421_at,371.8019231,681.8351724,1.907625242,0.066717846,0.449638201,-4.565993474,BTNL8,Not Significant
207537_at,59.64456731,138.6396552,1.907573037,0.066724866,0.449638201,-4.565995502,PFKFB1,Not Significant
201189_s_at,387.8677885,1324.004483,1.907531872,0.066730401,0.449638201,-4.565997101,ITPR3,Not Significant
209800_at,-59.25975962,81.84034483,-1.906865798,0.066820026,0.450022365,-4.566022972,KRT16,Not Significant
208612_at,756.4727404,3890.929655,1.906556367,0.066861697,0.450022365,-4.566034989,PDIA3,Not Significant
204911_s_at,78.90894231,211.4682759,1.906502204,0.066868994,0.450022365,-4.566037093,TRIM3,Not Significant
202322_s_at,-96.87168269,582.0958621,-1.906311423,0.0668947,0.450022365,-4.566044501,GGPS1,Not Significant
207851_s_at,-80.58418269,229.032069,-1.906229251,0.066905775,0.450022365,-4.566047692,INSR,Not Significant
200052_s_at,173.1037019,1154.622414,1.906208369,0.066908589,0.450022365,-4.566048503,ILF2,Not Significant
215973_at,47.96216346,104.6603448,1.905868096,0.066954468,0.450195056,-4.566061716,HCG4B,Not Significant
201961_s_at,44.73836538,77.99862069,1.905166315,0.067049175,0.450695859,-4.566088961,RNF41,Not Significant
221607_x_at,3882.959519,39271.43172,1.904982976,0.067073936,0.450726334,-4.566096078,ACTG1,Not Significant
210353_s_at,-15.91379808,23.98689655,-1.904715439,0.067110083,0.450833279,-4.566106463,SLC6A2,Not Significant
210695_s_at,-189.3400962,602.6303448,-1.904046966,0.067200475,0.451304453,-4.566132406,WWOX,Not Significant
221533_at,-145.6392788,261.4234483,-1.903405155,0.06728736,0.451751805,-4.566157311,FAM162A,Not Significant
214218_s_at,-257.0652404,407.8755172,-1.903017063,0.067339945,0.451968674,-4.566172368,XIST,Not Significant
221548_s_at,88.13519231,278.2886207,1.902687279,0.067384658,0.452132591,-4.566185161,ILKAP,Not Significant
221833_at,-67.85740385,154.3875862,-1.902434274,0.067418978,0.4522267,-4.566194975,SIAH1,Not Significant
219330_at,49.91735577,233.2013793,1.901733898,0.067514064,0.452597665,-4.566222139,VANGL1,Not Significant
208659_at,1077.635288,6856.195862,1.901064985,0.067604987,0.453056892,-4.566248078,CLIC1,Not Significant
219479_at,-33.60264423,54.50137931,-1.900770019,0.067645114,0.453056892,-4.566259514,POGLUT2,Not Significant
207263_x_at,42.40947115,128.1644828,1.900049083,0.067743278,0.453056892,-4.566287462,VEZT,Not Significant
204896_s_at,76.04879808,119.3610345,1.899759753,0.067782708,0.453056892,-4.566298676,PTGER4,Not Significant
217399_s_at,39.64389423,76.55172414,1.899736895,0.067785824,0.453056892,-4.566299562,FOXO3,Not Significant
207824_s_at,111.3511058,136.9158621,1.899388022,0.067833397,0.453056892,-4.566313084,MAZ,Not Significant
214006_s_at,79.76317308,270.7103448,1.898989002,0.067887844,0.453056892,-4.566328547,GGCX,Not Significant
217161_x_at,-126.9110577,540.7124138,-1.898981725,0.067888837,0.453056892,-4.566328829,ACAN,Not Significant
210625_s_at,155.4288942,922.2231034,1.898975874,0.067889636,0.453056892,-4.566329055,AKAP1,Not Significant
200625_s_at,734.3921154,4012.277241,1.898723882,0.06792404,0.453056892,-4.56633882,CAP1,Not Significant
215135_at,-75.82144231,198.2551724,-1.898630285,0.067936823,0.453056892,-4.566342446,DNPEP,Not Significant
635_s_at,57.57822115,269.5834483,1.898395351,0.067968918,0.453056892,-4.566351549,PPP2R5B,Not Significant
219944_at,-52.49278846,101.88,-1.898366991,0.067972793,0.453056892,-4.566352647,CLIP4,Not Significant
204284_at,-77.17341346,205.0931034,-1.898026175,0.068019378,0.453056892,-4.566365851,PPP1R3C,Not Significant
203227_s_at,-133.6930288,698.7044828,-1.898012763,0.068021212,0.453056892,-4.566366371,TSPAN31,Not Significant
210658_s_at,96.81480769,274.5027586,1.898007131,0.068021982,0.453056892,-4.566366589,GGA2,Not Significant
203554_x_at,-261.6688942,1387.041724,-1.897917202,0.068034279,0.453056892,-4.566370073,PTTG1,Not Significant
201757_at,-824.4619231,4604.311379,-1.897843345,0.06804438,0.453056892,-4.566372934,NDUFS5,Not Significant
218196_at,70.53480769,284.0534483,1.897637705,0.068072511,0.453056892,-4.566380899,OSTM1,Not Significant
208603_s_at,-15.08177885,51.69517241,-1.897590446,0.068078977,0.453056892,-4.56638273,MAPK8IP2,Not Significant
212045_at,115.1846154,432.9655172,1.897432618,0.068100576,0.453056892,-4.566388843,GLG1,Not Significant
209789_at,-63.82221154,111.5662069,-1.897353808,0.068111363,0.453056892,-4.566391896,CORO2B,Not Significant
206946_at,47.86759615,97.00586207,1.897353449,0.068111413,0.453056892,-4.566391909,HCN4,Not Significant
204133_at,51.40634615,124.0982759,1.897181622,0.068134937,0.453056892,-4.566398565,RRP9,Not Significant
219779_at,-69.53201923,304.2382759,-1.89710303,0.068145699,0.453056892,-4.566401608,ZFHX4,Not Significant
203502_at,31.06399038,174.9941379,1.897099901,0.068146128,0.453056892,-4.56640173,BPGM,Not Significant
201499_s_at,-240.7833173,1871.701724,-1.897007852,0.068158735,0.453056892,-4.566405294,USP7,Not Significant
214213_x_at,-390.5289423,1622.743448,-1.896936072,0.068168567,0.453056892,-4.566408074,LMNA,Not Significant
207836_s_at,58.29706731,137.9162069,1.896882298,0.068175934,0.453056892,-4.566410157,RBPMS,Not Significant
207584_at,-37.53278846,56.1137931,-1.896755058,0.068193368,0.453056892,-4.566415084,LPA,Not Significant
49327_at,-315.2541827,1276.708966,-1.895910586,0.068309172,0.453426585,-4.566447782,SIRT3,Not Significant
220865_s_at,78.755625,514.8513793,1.895866456,0.068315228,0.453426585,-4.566449491,PDSS1,Not Significant
219025_at,-108.2599519,491.4334483,-1.895858347,0.068316341,0.453426585,-4.566449805,CD248,Not Significant
201258_at,-1462.69524,10349.38034,-1.895392241,0.068380338,0.453426585,-4.566467849,RPS16,Not Significant
208393_s_at,65.12980769,361.6913793,1.894875401,0.068451361,0.453426585,-4.566487854,RAD50,Not Significant
209816_at,-48.25259615,174.5917241,-1.894847217,0.068455236,0.453426585,-4.566488945,PTCH1,Not Significant
203075_at,139.5407692,799.4872414,1.894794042,0.068462547,0.453426585,-4.566491003,SMAD2,Not Significant
221890_at,15.49644231,70.41206897,1.894787817,0.068463403,0.453426585,-4.566491244,ZNF335,Not Significant
208823_s_at,-125.5348077,557.5617241,-1.894771437,0.068465655,0.453426585,-4.566491878,CDK16,Not Significant
207177_at,-20.58158654,25.91310345,-1.894392688,0.068517752,0.453426585,-4.566506536,PTGFR,Not Significant
220965_s_at,101.6126923,253.1244828,1.89435743,0.068522603,0.453426585,-4.5665079,RSPH6A,Not Significant
200840_at,-636.7407692,3660.265517,-1.894341137,0.068524845,0.453426585,-4.566508531,KARS1,Not Significant
215972_at,-65.09399038,201.9706897,-1.894277042,0.068533666,0.453426585,-4.566511011,PART1,Not Significant
220356_at,-45.24485577,59.83655172,-1.894275391,0.068533893,0.453426585,-4.566511075,CORIN,Not Significant
213762_x_at,-250.7424519,1864.812414,-1.893057767,0.068701644,0.454401525,-4.566558185,RBMX,Not Significant
214598_at,-640.7659135,1494.435517,-1.891885953,0.06886342,0.4552013,-4.566603507,CLDN8,Not Significant
212134_at,-151.7097596,507.7834483,-1.891334382,0.068939681,0.455491917,-4.566624835,PHLDB1,Not Significant
215112_x_at,-23.58125,30.22965517,-1.891166571,0.068962898,0.455491917,-4.566631323,MCF2L2,Not Significant
222242_s_at,-129.4364904,309.8213793,-1.89100738,0.068984928,0.455491917,-4.566637478,KLK5,Not Significant
209378_s_at,115.8504327,324.1051724,1.890976881,0.06898915,0.455491917,-4.566638657,CCSER2,Not Significant
200055_at,295.370625,2278.413103,1.890776205,0.069016931,0.455540365,-4.566646415,TAF10,Not Significant
221593_s_at,-179.4158654,797.1765517,-1.890412084,0.069067364,0.455618592,-4.56666049,RPL31,Not Significant
203098_at,-148.92375,603.2951724,-1.890395394,0.069069677,0.455618592,-4.566661135,CDYL,Not Significant
208943_s_at,-271.805625,1696.458276,-1.890052306,0.069117227,0.455797329,-4.566674396,SEC62,Not Significant
207551_s_at,-78.24860577,604.1275862,-1.889661089,0.069171483,0.455872166,-4.566689515,MSL3,Not Significant
219892_at,-63.77278846,162.6765517,-1.889424492,0.069204313,0.455872166,-4.566698658,TM6SF1,Not Significant
212363_x_at,4204.012596,37769.98138,1.889272177,0.069225455,0.455872166,-4.566704544,ACTG1,Not Significant
52159_at,70.835,300.2213793,1.889237469,0.069230274,0.455872166,-4.566705885,HEMK1,Not Significant
221221_s_at,-116.9194712,218.1765517,-1.889233196,0.069230867,0.455872166,-4.56670605,KLHL3,Not Significant
203855_at,-71.58326923,339.0665517,-1.888895352,0.069277785,0.456046348,-4.566719104,WDR47,Not Significant
210907_s_at,301.6965385,2167.731724,1.888671026,0.069308954,0.456050608,-4.566727771,PDCD10,Not Significant
205077_s_at,-118.9265385,772.6568966,-1.888074906,0.069391839,0.456050608,-4.566750799,PIGF,Not Significant
203504_s_at,-76.71831731,416.6003448,-1.887949312,0.069409313,0.456050608,-4.56675565,ABCA1,Not Significant
212441_at,-132.4664423,869.0827586,-1.887911858,0.069414525,0.456050608,-4.566757097,KIAA0232,Not Significant
213064_at,-73.71764423,503.6889655,-1.887860323,0.069421696,0.456050608,-4.566759088,ZC3H14,Not Significant
211032_at,-17.91966346,21.42482759,-1.886651743,0.069590066,0.456676869,-4.56680576,COBLL1,Not Significant
209263_x_at,-139.1563462,626.807931,-1.886399756,0.069625215,0.456676869,-4.566815489,TSPAN4,Not Significant
203621_at,-410.5793269,2404.156552,-1.886253489,0.069645624,0.456676869,-4.566821136,NDUFB5,Not Significant
213867_x_at,4909.175769,43595.21,1.886127807,0.069663166,0.456676869,-4.566825988,ACTB,Not Significant
220424_at,-47.13379808,53.25206897,-1.88611588,0.069664831,0.456676869,-4.566826449,NPHS2,Not Significant
201244_s_at,98.97807692,973.2955172,1.885650878,0.069729765,0.456676869,-4.566844399,RAF1,Not Significant
211911_x_at,3684.883558,19075.6269,1.885458551,0.069756638,0.456676869,-4.566851822,HLA-B,Not Significant
211981_at,122.8400481,149.3568966,1.885343788,0.069772677,0.456676869,-4.566856252,COL4A1,Not Significant
201067_at,116.0453365,284.0565517,1.88528523,0.069780862,0.456676869,-4.566858512,PSMC2,Not Significant
212516_at,-63.62725962,176.7006897,-1.884857065,0.069840737,0.456676869,-4.566875036,ARAP1,Not Significant
221065_s_at,-74.55841346,175.2658621,-1.884623825,0.069873372,0.456676869,-4.566884037,CHST8,Not Significant
213648_at,-119.1917788,491.8951724,-1.884573286,0.069880445,0.456676869,-4.566885987,EXOSC7,Not Significant
219296_at,105.9984615,552.3834483,1.884485588,0.069892721,0.456676869,-4.566889371,ZDHHC13,Not Significant
204722_at,-22.47552885,33.48586207,-1.884309056,0.069917436,0.456676869,-4.566896182,SCN3B,Not Significant
211756_at,-37.46745192,73.25137931,-1.884297892,0.069918999,0.456676869,-4.566896613,PTHLH,Not Significant
220119_at,63.17567308,216.6286207,1.884293352,0.069919635,0.456676869,-4.566896788,EPB41L4A,Not Significant
212165_at,150.4223558,1155.022414,1.884293223,0.069919653,0.456676869,-4.566896793,TMEM183A,Not Significant
221259_s_at,-39.74894231,61.28724138,-1.884140247,0.069941077,0.456676869,-4.566902696,TEX11,Not Significant
37796_at,-101.0371635,585.8568966,-1.884129583,0.06994257,0.456676869,-4.566903107,SAP25,Not Significant
207700_s_at,67.10711538,363.62,1.884095027,0.069947411,0.456676869,-4.56690444,NCOA3,Not Significant
203391_at,164.6100481,936.9624138,1.883849569,0.069981801,0.456689264,-4.56691391,FKBP2,Not Significant
222005_s_at,-80.28956731,395.97,-1.88378893,0.069990299,0.456689264,-4.56691625,GNG3,Not Significant
210333_at,-25.53745192,44.85344828,-1.883627698,0.070012899,0.456702996,-4.56692247,NR5A1,Not Significant
200771_at,-148.7878365,869.7586207,-1.883115244,0.070084772,0.456954882,-4.566942237,LAMC1,Not Significant
200654_at,1562.826394,6572.948276,1.882839358,0.070123492,0.456954882,-4.566952877,P4HB,Not Significant
211240_x_at,278.4414904,1771.078276,1.882797001,0.070129439,0.456954882,-4.566954511,TMX2-CTNND1,Not Significant
220659_s_at,-119.05125,476.7565517,-1.882767782,0.070133541,0.456954882,-4.566955638,TRAPPC14,Not Significant
200893_at,-500.6766827,3676.196897,-1.882556321,0.070163235,0.457014725,-4.566963793,TRA2B,Not Significant
204804_at,118.4323077,688.5996552,1.882244368,0.070207061,0.457166554,-4.566975823,TRIM21,Not Significant
221485_at,185.6371635,748.5189655,1.881816722,0.070267179,0.457424351,-4.566992312,B4GALT5,Not Significant
219388_at,-97.69625,528.4386207,-1.88165808,0.070289492,0.457435968,-4.566998428,GRHL2,Not Significant
200667_at,-331.8931731,2250.313448,-1.881277082,0.070343105,0.457651211,-4.567013117,UBE2D3,Not Significant
207036_x_at,30.62975962,49.5737931,1.881100235,0.070368002,0.457679562,-4.567019934,GRIN2D,Not Significant
218351_at,189.9068269,713.4731034,1.880897734,0.07039652,0.457731442,-4.56702774,COMMD8,Not Significant
218096_at,-150.2696154,709.6672414,-1.880687035,0.070426203,0.457790865,-4.567035861,AGPAT5,Not Significant
217367_s_at,54.81283654,218.4631034,1.880474427,0.070456166,0.457852072,-4.567044055,ZHX3,Not Significant
211165_x_at,95.36144231,182.3055172,1.879578335,0.070582575,0.458539803,-4.567078586,EPHB2,Not Significant
221557_s_at,-63.63956731,124.8762069,-1.878396505,0.070749592,0.459290058,-4.567124115,LEF1,Not Significant
214957_at,-37.65153846,86.52827586,-1.878323669,0.070759896,0.459290058,-4.56712692,ACTL8,Not Significant
210594_x_at,129.0251442,549.7655172,1.878043069,0.070799606,0.459413984,-4.567137727,MPZL1,Not Significant
220623_s_at,-41.48384615,97.8362069,-1.877873786,0.070823572,0.459420213,-4.567144247,TSGA10,Not Significant
201718_s_at,152.9742788,680.8534483,1.877662511,0.070853492,0.459420213,-4.567152383,EPB41L2,Not Significant
212368_at,-102.1416827,453.8482759,-1.877457682,0.07088251,0.459420213,-4.56716027,ZNF292,Not Significant
203510_at,200.2563942,530.7455172,1.877325342,0.070901264,0.459420213,-4.567165366,MET,Not Significant
210647_x_at,-97.46418269,528.7889655,-1.877274927,0.07090841,0.459420213,-4.567167307,PLA2G6,Not Significant
205636_at,-77.75725962,314.7048276,-1.877163033,0.070924271,0.459420213,-4.567171615,SH3GL3,Not Significant
44065_at,43.81591346,138.3127586,1.876995899,0.070947969,0.459435628,-4.56717805,RITA1,Not Significant
207348_s_at,69.12461538,187.4831034,1.876723071,0.070986667,0.459435628,-4.567188554,LIG3,Not Significant
220690_s_at,131.3212019,330.99,1.876710111,0.070988505,0.459435628,-4.567189053,DHRS7B,Not Significant
208488_s_at,49.02288462,159.0717241,1.87641239,0.071030756,0.459575593,-4.567200514,CR1,Not Significant
213456_at,-166.6422115,498.847931,-1.876224933,0.07105737,0.459614334,-4.56720773,SOSTDC1,Not Significant
221643_s_at,59.380625,199.5617241,1.875801354,0.071117539,0.459870029,-4.567224033,RERE,Not Significant
208870_x_at,-955.0766346,8392.456552,-1.874870458,0.071249926,0.460480308,-4.567259855,ATP5F1C,Not Significant
215765_at,51.60711538,206.7482759,1.874847125,0.071253247,0.460480308,-4.567260753,LRRC41,Not Significant
203099_s_at,74.81725962,121.3131034,1.874646728,0.071281775,0.46053111,-4.567268464,CDYL,Not Significant
204512_at,72.78697115,316.6444828,1.874310629,0.071329644,0.460706801,-4.567281394,HIVEP1,Not Significant
212114_at,-301.1587019,1708.466552,-1.873959669,0.071379659,0.460789907,-4.567294895,ATXN7L3B,Not Significant
217496_s_at,91.54591346,528.9165517,1.873797001,0.071402851,0.460789907,-4.567301152,IDE,Not Significant
203272_s_at,105.0942788,398.2368966,1.873785101,0.071404548,0.460789907,-4.567301609,TUSC2,Not Significant
218494_s_at,75.36259615,292.4455172,1.872933619,0.071526055,0.461440384,-4.567334356,SLC2A4RG,Not Significant
218909_at,64.95980769,215.6275862,1.872599278,0.071573814,0.46161485,-4.567347213,RPS6KC1,Not Significant
217494_s_at,-33.19168269,91.97965517,-1.87237978,0.071605184,0.461657257,-4.567355652,PTENP1,Not Significant
214908_s_at,69.60528846,248.7413793,1.872230908,0.071626467,0.461657257,-4.567361376,TRRAP,Not Significant
209243_s_at,-17.80596154,24.05448276,-1.872118476,0.071642543,0.461657257,-4.567365698,PEG3,Not Significant
213769_at,-22.341875,48.42344828,-1.871405652,0.071744544,0.461933432,-4.5673931,KSR1,Not Significant
202743_at,59.50533654,196.822069,1.871389403,0.071746871,0.461933432,-4.567393724,PIK3R3,Not Significant
218263_s_at,-128.8302885,412.2127586,-1.871261465,0.071765192,0.461933432,-4.567398642,ZBED5,Not Significant
202413_s_at,-156.5755769,781.8665517,-1.871239602,0.071768323,0.461933432,-4.567399482,USP1,Not Significant
59631_at,-53.52644231,130.8458621,-1.870858362,0.071822943,0.462151499,-4.567414134,TXNRD3,Not Significant
219522_at,-39.70408654,75.63275862,-1.870415825,0.07188639,0.462371896,-4.567431139,FJX1,Not Significant
202553_s_at,-165.3520673,797.7989655,-1.870330041,0.071898695,0.462371896,-4.567434436,SYF2,Not Significant
215195_at,73.51139423,169.3472414,1.869588381,0.072005152,0.462513384,-4.56746293,PRKCA,Not Significant
206558_at,60.23548077,174.8741379,1.869538484,0.072012319,0.462513384,-4.567464847,SIM2,Not Significant
221443_x_at,-194.6626923,579.1275862,-1.869400051,0.072032206,0.462513384,-4.567470165,PRLH,Not Significant
213133_s_at,-96.84384615,634.8227586,-1.869388715,0.072033835,0.462513384,-4.5674706,GCSH,Not Significant
216215_s_at,-131.9799038,683.9096552,-1.869359255,0.072038068,0.462513384,-4.567471732,RBFOX2,Not Significant
210409_at,39.17509615,53.6,1.869035653,0.072084579,0.462513384,-4.567484162,AFDN-DT,Not Significant
