,logFC,AveExpr,t,P.Value,adj.P.Val,B,Gene_Symbol,Significance
203150_at,-90.60572115,469.5544828,-1.968973023,0.058899702,0.432940988,-4.563589825,RABEPK,Not Significant
209027_s_at,225.6345673,832.3503448,1.968893029,0.058909351,0.432940988,-4.563592985,ABI1,Not Significant
200670_at,511.4311538,2412.512759,1.968038137,0.059012561,0.433413609,-4.563626756,XBP1,Not Significant
218550_s_at,-48.20725962,85.95827586,-1.967436307,0.059085313,0.433804953,-4.563650525,LRRC20,Not Significant
206151_x_at,-78.65980769,175.4437931,-1.967238713,0.059109216,0.433837507,-4.563658328,CELA3B,Not Significant
220219_s_at,-102.051875,274.5855172,-1.965621286,0.059305198,0.434420322,-4.563722186,LRRC37A4P,Not Significant
219818_s_at,74.17894231,138.5086207,1.965597178,0.059308123,0.434420322,-4.563723137,GPATCH1,Not Significant
219508_at,1400.891442,3724.187931,1.965572482,0.05931112,0.434420322,-4.563724112,GCNT3,Not Significant
222346_at,-37.34951923,66.32413793,-1.96549779,0.059320185,0.434420322,-4.56372706,LAMA1,Not Significant
202407_s_at,59.96,113.0613793,1.965457357,0.059325093,0.434420322,-4.563728656,PRPF31,Not Significant
210120_s_at,72.86899038,237.0589655,1.964546053,0.059435797,0.434964253,-4.563764622,RANBP3,Not Significant
200959_at,-245.6603365,1444.551724,-1.964364011,0.059457933,0.434964253,-4.563771806,FUS,Not Significant
202381_at,189.7336538,938.9444828,1.964114628,0.059488269,0.435024734,-4.563781646,ADAM9,Not Significant
212557_at,-57.75471154,290.2237931,-1.963975114,0.059505246,0.435024734,-4.56378715,ZNF451,Not Significant
200850_s_at,-268.2793269,2220.346897,-1.963657922,0.05954386,0.435164258,-4.563799665,AHCYL1,Not Significant
203844_at,-30.08610577,87.38,-1.963170165,0.05960328,0.435455702,-4.563818907,VHL,Not Significant
212333_at,95.95625,563.4413793,1.962928137,0.059632784,0.435479004,-4.563828454,FAM98A,Not Significant
214286_at,52.47331731,100.3131034,1.962594033,0.059673534,0.435479004,-4.563841632,GNAT1,Not Significant
212706_at,42.896875,161.8972414,1.962564824,0.059677097,0.435479004,-4.563842784,RASA4,Not Significant
202628_s_at,80.14298077,130.8075862,1.962502991,0.059684642,0.435479004,-4.563845222,SERPINE1,Not Significant
201300_s_at,-240.5047596,1098.523103,-1.962188869,0.059722983,0.435616113,-4.563857611,PRNP,Not Significant
204276_at,-62.0025,191.1017241,-1.961757405,0.059775681,0.43585782,-4.563874625,TK2,Not Significant
214777_at,1181.818702,1929.004828,1.961373457,0.05982261,0.435879421,-4.563889764,IGKV4-1,Not Significant
205372_at,-41.69399038,59.09103448,-1.961098761,0.059856205,0.435879421,-4.563900595,PLAG1,Not Significant
204708_at,-24.44274038,43.90896552,-1.960626262,0.05991403,0.435879421,-4.563919222,MAPK4,Not Significant
218512_at,-137.0656731,867.9844828,-1.96043763,0.059937129,0.435879421,-4.563926658,WDR12,Not Significant
215582_x_at,-199.2345673,685.4451724,-1.960092385,0.059979425,0.435879421,-4.563940266,MCM3AP,Not Significant
211304_x_at,-93.55514423,312.2441379,-1.960074074,0.059981669,0.435879421,-4.563940988,KCNJ5,Not Significant
215643_at,-49.42668269,73.82241379,-1.960027156,0.059987419,0.435879421,-4.563942837,SEMA3D,Not Significant
206814_at,-62.62274038,99.70413793,-1.960018633,0.059988464,0.435879421,-4.563943173,NGF,Not Significant
216247_at,48.78451923,129.7948276,1.96000979,0.059989548,0.435879421,-4.563943521,RPS20,Not Significant
217857_s_at,40.99024038,76.19068966,1.959811228,0.060013889,0.435879421,-4.563951347,RBM8A,Not Significant
207810_at,-33.11620192,60.78206897,-1.959765523,0.060019493,0.435879421,-4.563953149,F13B,Not Significant
204069_at,-84.29043269,269.1772414,-1.959667744,0.060031484,0.435879421,-4.563957002,MEIS1,Not Significant
210731_s_at,-180.5836058,454.7768966,-1.959655896,0.060032937,0.435879421,-4.563957469,LGALS8,Not Significant
201884_at,7059.102212,38972.86862,1.95839524,0.060187724,0.436431586,-4.564007143,CEACAM5,Not Significant
212800_at,44.9675,143.1596552,1.958264211,0.060203832,0.436431586,-4.564012305,STX6,Not Significant
53720_at,63.868125,277.7375862,1.958112299,0.060222513,0.436431586,-4.56401829,SHFL,Not Significant
211172_x_at,-84.85072115,392.7196552,-1.957856623,0.060253964,0.436431586,-4.564028361,AKAP7,Not Significant
207831_x_at,81.95533654,146.6982759,1.957775585,0.060263935,0.436431586,-4.564031554,DHPS,Not Significant
208744_x_at,600.3534135,1482.387931,1.957694707,0.060273888,0.436431586,-4.564034739,HSPH1,Not Significant
212484_at,111.9750481,214.8724138,1.957602663,0.060285218,0.436431586,-4.564038365,FAM89B,Not Significant
219216_at,-32.77682692,73.57931034,-1.957581841,0.060287781,0.436431586,-4.564039185,ETAA1,Not Significant
201188_s_at,151.0766827,538.7903448,1.95755401,0.060291207,0.436431586,-4.564040281,ITPR3,Not Significant
200074_s_at,-845.9292788,5392.816552,-1.957154867,0.060340361,0.436431586,-4.564056002,RPL14,Not Significant
221794_at,84.09403846,283.5851724,1.957137859,0.060342456,0.436431586,-4.564056672,DOCK6,Not Significant
204028_s_at,-160.9124038,861.1468966,-1.956955174,0.060364966,0.436431586,-4.564063866,RABGAP1,Not Significant
208890_s_at,498.1748077,1811.612759,1.95689581,0.060372283,0.436431586,-4.564066204,PLXNB2,Not Significant
213991_s_at,-61.553125,123.0596552,-1.956807335,0.060383188,0.436431586,-4.564069688,HS3ST1,Not Significant
203557_s_at,106.7909615,699.5006897,1.956473629,0.060424336,0.436576846,-4.564082829,PCBD1,Not Significant
203287_at,280.2283173,1890.891034,1.956159913,0.060463042,0.436576846,-4.564095181,LAD1,Not Significant
206392_s_at,370.2868269,728.0331034,1.955895766,0.060495648,0.436576846,-4.564105581,RARRES1,Not Significant
220102_at,-38.34360577,72.56413793,-1.955772008,0.06051093,0.436576846,-4.564110454,FOXL2,Not Significant
60528_at,-186.4914423,887.7658621,-1.955663925,0.06052428,0.436576846,-4.564114709,JMJD7-PLA2G4B,Not Significant
210427_x_at,3643.631827,23068.10655,1.95565969,0.060524803,0.436576846,-4.564114875,ANXA2,Not Significant
218257_s_at,94.03961538,340.4493103,1.95545597,0.060549971,0.436576846,-4.564122895,UGGT1,Not Significant
207995_s_at,-62.72692308,199.3489655,-1.955374616,0.060560025,0.436576846,-4.564126098,CLEC4M,Not Significant
209872_s_at,130.3986538,825.357931,1.954960776,0.060611188,0.436739418,-4.564142388,PKP3,Not Significant
220639_at,84.81129808,151.8555172,1.954724155,0.060640459,0.436739418,-4.564151701,TM4SF20,Not Significant
203904_x_at,179.4502885,448.0955172,1.954716749,0.060641375,0.436739418,-4.564151992,CD82,Not Significant
203686_at,128.1407692,270.3275862,1.954376327,0.060683508,0.436782101,-4.56416539,MPG,Not Significant
211612_s_at,112.8718269,695.1010345,1.954352124,0.060686505,0.436782101,-4.564166343,IL13RA1,Not Significant
207408_at,-173.9034135,662.1948276,-1.953865643,0.060746762,0.437074621,-4.564185486,SLC22A14,Not Significant
219747_at,-84.66192308,417.2568966,-1.953421111,0.060801869,0.437329908,-4.564202977,NDNF,Not Significant
206710_s_at,92.87230769,199.6975862,1.95251935,0.060913792,0.437993555,-4.564238452,EPB41L3,Not Significant
219404_at,439.0644231,1919.805517,1.95218833,0.060954922,0.438147911,-4.564251472,EPS8L3,Not Significant
207219_at,25.15293269,35.26517241,1.951999089,0.060978446,0.438175659,-4.564258914,ZFP69B,Not Significant
222318_at,65.52100962,333.0441379,1.950819858,0.061125214,0.438947197,-4.564305285,ZNF324B,Not Significant
216381_x_at,205.3354327,1236.526207,1.950591568,0.061153663,0.439010011,-4.56431426,AKR7A3,Not Significant
217829_s_at,61.401875,149.2468966,1.950389557,0.061178847,0.439049353,-4.564322202,USP39,Not Significant
91826_at,148.4978365,411.7913793,1.950035121,0.061223054,0.43922515,-4.564336135,EPS8L1,Not Significant
221744_at,-180.366875,582.5672414,-1.949554111,0.061283093,0.439451716,-4.564355041,DCAF7,Not Significant
210978_s_at,576.55125,3113.957241,1.949352607,0.06130826,0.439451716,-4.564362961,TAGLN2,Not Significant
208005_at,58.63629808,168.6241379,1.949308267,0.061313799,0.439451716,-4.564364703,NTN1,Not Significant
203831_at,-143.3160577,801.7513793,-1.948074942,0.061468044,0.440415567,-4.564413165,R3HDM2,Not Significant
213636_at,51.90971154,108.8913793,1.947600615,0.061527455,0.440590707,-4.564431799,PHF24,Not Significant
219754_at,-75.71802885,152.1906897,-1.947564084,0.061532033,0.440590707,-4.564433234,RBM41,Not Significant
218907_s_at,-94.99533654,306.0072414,-1.947277916,0.061567903,0.440705936,-4.564444475,LRRC61,Not Significant
218258_at,-219.78375,1599.8,-1.946769929,0.061631622,0.440910265,-4.564464427,POLR1D,Not Significant
201120_s_at,389.0244712,1372.410345,1.946646885,0.061647065,0.440910265,-4.564469259,PGRMC1,Not Significant
214858_at,-37.09182692,86.91862069,-1.946577228,0.061655809,0.440910265,-4.564471995,GPC1-AS1,Not Significant
59644_at,-50.28201923,157.8789655,-1.945957779,0.061733614,0.441213433,-4.564496319,BMP2K,Not Significant
201818_at,89.25855769,126.8237931,1.945924439,0.061737804,0.441213433,-4.564497628,LPCAT1,Not Significant
217652_at,27.43822115,51.95448276,1.945287768,0.061817866,0.441632354,-4.564522624,MAU2,Not Significant
204107_at,69.43278846,119.8062069,1.945135168,0.061837069,0.441632354,-4.564528615,NFYA,Not Significant
203605_at,174.9258173,853.0331034,1.944968649,0.06185803,0.441632354,-4.564535152,SRP54,Not Significant
215881_x_at,-63.31110577,199.4389655,-1.944532847,0.061912916,0.441632354,-4.564552258,SSX2,Not Significant
219246_s_at,-58.30682692,121.4737931,-1.94423331,0.061950665,0.441632354,-4.564564014,OGFOD2,Not Significant
218264_at,-55.86850962,150.8413793,-1.944229256,0.061951176,0.441632354,-4.564564173,BCCIP,Not Significant
213522_s_at,-57.29326923,142.5706897,-1.944218919,0.061952479,0.441632354,-4.564564579,CSNK1D,Not Significant
212285_s_at,222.1890865,832.8286207,1.943949544,0.061986445,0.441632354,-4.56457515,AGRN,Not Significant
221512_at,113.9641827,313.2744828,1.943829905,0.062001536,0.441632354,-4.564579845,TMEM222,Not Significant
204487_s_at,158.4940385,513.7334483,1.943752029,0.06201136,0.441632354,-4.564582901,KCNQ1,Not Significant
205385_at,-35.54533654,71.27724138,-1.943727665,0.062014434,0.441632354,-4.564583857,MDM2,Not Significant
202430_s_at,140.1653846,608.5972414,1.943482251,0.062045405,0.441711744,-4.564593487,PLSCR1,Not Significant
204136_at,-68.18663462,198.5551724,-1.942658068,0.062149515,0.441987538,-4.564625823,COL7A1,Not Significant
212797_at,74.8725,177.3389655,1.942485104,0.062171383,0.441987538,-4.564632608,SORT1,Not Significant
213654_at,128.9041346,572.7141379,1.942311902,0.062193287,0.441987538,-4.564639402,TAF5L,Not Significant
205660_at,165.4632692,605.6493103,1.942181491,0.062209785,0.441987538,-4.564644517,OASL,Not Significant
218656_s_at,-82.95019231,264.902069,-1.94195177,0.062238854,0.441987538,-4.564653528,LHFPL6,Not Significant
213955_at,-74.59,231.0868966,-1.941779067,0.062260717,0.441987538,-4.564660301,MYOZ3,Not Significant
211729_x_at,-154.06125,732.3206897,-1.941763707,0.062262661,0.441987538,-4.564660904,BLVRA,Not Significant
221733_s_at,-55.00730769,233.4234483,-1.941268468,0.062325392,0.442291944,-4.564680326,GPATCH4,Not Significant
221930_at,-44.43716346,137.6844828,-1.940496873,0.062423237,0.442633317,-4.56471058,PHF7,Not Significant
211119_at,-17.33139423,16.71862069,-1.940388926,0.062436937,0.442633317,-4.564714812,ESR2,Not Significant
215836_s_at,-135.2933173,599.6031034,-1.940357342,0.062440946,0.442633317,-4.56471605,PCDHGC3,Not Significant
205896_at,-92.05567308,295.8175862,-1.94012639,0.062470266,0.442633317,-4.564725104,SLC22A4,Not Significant
211396_at,-30.54038462,57.44551724,-1.940106297,0.062472817,0.442633317,-4.564725892,FCGR2C,Not Significant
222047_s_at,-272.5397115,1714.931724,-1.938478487,0.062679821,0.44362457,-4.564789691,SRRT,Not Significant
213197_at,-36.36639423,54.24655172,-1.938240296,0.062710161,0.44362457,-4.564799024,ASTN1,Not Significant
219639_x_at,-135.9245192,892.547931,-1.938233159,0.062711071,0.44362457,-4.564799304,PARP6,Not Significant
210036_s_at,-144.2225962,511.1127586,-1.938209276,0.062714113,0.44362457,-4.56480024,KCNH2,Not Significant
200935_at,134.1345192,403.9644828,1.938087472,0.062729634,0.44362457,-4.564805012,CALR,Not Significant
222201_s_at,-50.72067308,179.4831034,-1.938067549,0.062732173,0.44362457,-4.564805793,CASP8AP2,Not Significant
211182_x_at,25.335625,44.27827586,1.937563444,0.062796447,0.443938206,-4.564825542,RUNX1,Not Significant
202771_at,163.6237019,405.082069,1.936776047,0.062896955,0.444297214,-4.564856385,PIEZO1,Not Significant
215354_s_at,-103.4489904,256.1793103,-1.936694432,0.062907381,0.444297214,-4.564859581,PELP1,Not Significant
216088_s_at,125.9734615,455.1841379,1.93664022,0.062914307,0.444297214,-4.564861704,PSMA7,Not Significant
220420_at,-99.01004808,208.4306897,-1.936487935,0.062933766,0.444297214,-4.564867668,LMAN1L,Not Significant
207890_s_at,-128.9900481,433.15,-1.93638499,0.062946924,0.444297214,-4.5648717,MMP25,Not Significant
210826_x_at,-107.2487019,852.6713793,-1.935829471,0.063017967,0.444553259,-4.564893453,RAD17,Not Significant
218793_s_at,66.815625,216.8937931,1.935789352,0.0630231,0.444553259,-4.564895024,SCML1,Not Significant
45687_at,-153.3443269,1006.41931,-1.935245964,0.063092665,0.444903117,-4.564916299,PRR14,Not Significant
210312_s_at,100.4157212,592.847931,1.934519404,0.063185783,0.445402375,-4.564944741,IFT20,Not Significant
212685_s_at,114.5900962,560.3682759,1.934381721,0.063203443,0.445402375,-4.56495013,TBL2,Not Significant
207480_s_at,-56.46360577,193.3168966,-1.933994706,0.063253105,0.445484298,-4.564965277,MEIS2,Not Significant
208686_s_at,228.0051923,1017.388276,1.933823818,0.063275044,0.445484298,-4.564971965,BRD2,Not Significant
221537_at,-142.3010577,631.5413793,-1.933453633,0.063322593,0.445632362,-4.564986451,PLXNA1,Not Significant
202538_s_at,340.844375,1862.142069,1.933261996,0.06334722,0.445632362,-4.564993949,CHMP2B,Not Significant
204184_s_at,52.77379808,212.5496552,1.933193136,0.063356071,0.445632362,-4.564996644,GRK3,Not Significant
200752_s_at,178.2383173,1018.32069,1.932559866,0.063437521,0.446064462,-4.56502142,CAPN1,Not Significant
209860_s_at,188.08375,1424.130345,1.932384238,0.063460126,0.446082648,-4.56502829,ANXA7,Not Significant
212235_at,-19.86144231,50.09965517,-1.931798578,0.063535558,0.446472037,-4.565051198,PLXND1,Not Significant
202133_at,-72.01860577,235.3548276,-1.931306044,0.063599055,0.446777346,-4.565070461,WWTR1,Not Significant
209368_at,144.6098558,414.4255172,1.930628721,0.063686466,0.446847236,-4.565096947,EPHX2,Not Significant
211152_s_at,-61.36889423,308.212069,-1.930279067,0.06373163,0.446847236,-4.565110617,HTRA2,Not Significant
213245_at,67.23927885,167.9213793,1.930137142,0.063749971,0.446847236,-4.565116166,ADCY1,Not Significant
202296_s_at,307.1345673,1826.075862,1.930048578,0.063761418,0.446847236,-4.565119628,RER1,Not Significant
216065_at,-43.54240385,79.55275862,-1.929991201,0.063768835,0.446847236,-4.565121871,B3GALT4,Not Significant
208410_x_at,-52.05850962,181.0834483,-1.929988439,0.063769192,0.446847236,-4.565121979,AMELX,Not Significant
202388_at,1010.73351,3421.67069,1.929886342,0.063782392,0.446847236,-4.56512597,RGS2,Not Significant
206067_s_at,-35.81788462,52.0137931,-1.929818795,0.063791126,0.446847236,-4.565128611,WT1,Not Significant
209087_x_at,-123.7970192,474.0989655,-1.929720326,0.063803861,0.446847236,-4.56513246,MCAM,Not Significant
213327_s_at,-97.99783654,496.6806897,-1.929505455,0.063831657,0.446857161,-4.565140859,USP12,Not Significant
200086_s_at,-662.5909135,7222.074138,-1.92923589,0.063866543,0.446857161,-4.565151395,COX4I1,Not Significant
211997_x_at,3082.029519,19240.88931,1.929200572,0.063871115,0.446857161,-4.565152775,H3-3B,Not Significant
222211_x_at,-39.41274038,65.52965517,-1.928753858,0.063928968,0.446929873,-4.565170234,SCAND2P,Not Significant
207727_s_at,-121.9617788,587.1268966,-1.928649946,0.063942432,0.446929873,-4.565174294,MUTYH,Not Significant
220789_s_at,24.16533654,63.22413793,1.928567767,0.063953081,0.446929873,-4.565177506,TBRG4,Not Significant
65630_at,46.79240385,163.0803448,1.92850099,0.063961736,0.446929873,-4.565180115,TMEM80,Not Significant
215377_at,-42.49278846,103.6172414,-1.928132205,0.064009552,0.447123777,-4.565194525,CTBP2,Not Significant
211406_at,-80.67048077,447.4113793,-1.92754377,0.064085912,0.447418814,-4.565217515,IER3IP1,Not Significant
202315_s_at,115.1328365,620.5331034,1.927471234,0.06409533,0.447418814,-4.565220348,BCR,Not Significant
201492_s_at,-2819.518365,44182.07828,-1.927192413,0.064131544,0.447418814,-4.56523124,RPL41,Not Significant
221376_at,-75.39692308,152.5286207,-1.927188098,0.064132105,0.447418814,-4.565231409,FGF17,Not Significant
202996_at,333.350625,843.1975862,1.926782725,0.064184788,0.447532394,-4.565247242,POLD4,Not Significant
215013_s_at,-31.37245192,45.19413793,-1.926753765,0.064188553,0.447532394,-4.565248374,USP34,Not Significant
202610_s_at,58.78932692,288.6624138,1.926515782,0.064219501,0.447581198,-4.565257668,MED14,Not Significant
211521_s_at,-78.48884615,291.1596552,-1.926142709,0.064268043,0.447581198,-4.565272238,CYTH4,Not Significant
207115_x_at,-33.48043269,52.46034483,-1.926123928,0.064270487,0.447581198,-4.565272971,MBTD1,Not Significant
205423_at,-166.8478365,727.9344828,-1.926033447,0.064282265,0.447581198,-4.565276504,AP1B1,Not Significant
211542_x_at,-4978.054327,42794.89034,-1.925928074,0.064295984,0.447581198,-4.565280619,RPS10,Not Significant
206113_s_at,131.0186058,619.8368966,1.925526999,0.064348225,0.447804962,-4.565296279,RAB5A,Not Significant
212041_at,389.3158173,3063.517241,1.925310168,0.064376482,0.447861741,-4.565304745,ATP6V0D1,Not Significant
213344_s_at,-101.0832212,445.2537931,-1.92492196,0.064427101,0.448051896,-4.565319901,H2AX,Not Significant
201894_s_at,298.1190865,1141.161034,1.924325129,0.06450499,0.448051896,-4.565343197,DCN,Not Significant
219886_at,-49.41509615,84.36034483,-1.924275625,0.064511455,0.448051896,-4.565345129,CEP97,Not Significant
203426_s_at,-66.27269231,207.4334483,-1.924044168,0.064541685,0.448051896,-4.565354163,IGFBP5,Not Significant
37872_at,-124.9360096,539.1151724,-1.923910273,0.064559179,0.448051896,-4.565359389,JRK,Not Significant
201423_s_at,104.2894712,397.8051724,1.923822992,0.064570585,0.448051896,-4.565362795,CUL4A,Not Significant
213931_at,-129.6982692,342.1331034,-1.923734225,0.064582187,0.448051896,-4.565366259,ID2,Not Significant
203244_at,129.8831731,584.8027586,1.923612767,0.064598064,0.448051896,-4.565370999,PEX5,Not Significant
206604_at,87.92028846,179.9062069,1.923520568,0.064610119,0.448051896,-4.565374596,OVOL1,Not Significant
219269_at,-165.9395192,475.227931,-1.923478301,0.064615646,0.448051896,-4.565376246,HMBOX1,Not Significant
212201_at,82.12269231,226.5713793,1.923162261,0.064656985,0.448051896,-4.565388578,ANKLE2,Not Significant
205597_at,706.6389904,3485.325172,1.923045428,0.064672273,0.448051896,-4.565393136,SLC44A4,Not Significant
218022_at,190.6707692,621.0168966,1.922957673,0.064683758,0.448051896,-4.56539656,VRK3,Not Significant
200944_s_at,-817.8201923,5012.836552,-1.922415663,0.064754735,0.448051896,-4.565417705,HMGN1,Not Significant
213770_at,-81.67110577,165.4793103,-1.922369936,0.064760726,0.448051896,-4.565419489,KSR1,Not Significant
214925_s_at,-94.14951923,174.0662069,-1.922291548,0.064770997,0.448051896,-4.565422547,SPTAN1,Not Significant
220625_s_at,-61.76341346,137.4451724,-1.922278195,0.064772747,0.448051896,-4.565423068,ELF5,Not Significant
222119_s_at,82.82490385,365.3003448,1.921946061,0.064816284,0.448051896,-4.565436023,FBXO11,Not Significant
204345_at,-86.15538462,251.7313793,-1.921845231,0.064829506,0.448051896,-4.565439956,COL16A1,Not Significant
217821_s_at,111.7355769,217.4641379,1.921511277,0.064873315,0.448051896,-4.565452981,WBP11,Not Significant
200855_at,-40.47086538,278.2958621,-1.921063413,0.064932107,0.448051896,-4.565470446,NCOR1,Not Significant
44673_at,-112.6760096,389.8093103,-1.921061834,0.064932315,0.448051896,-4.565470508,SIGLEC1,Not Significant
219498_s_at,-96.78245192,248.6758621,-1.920770357,0.064970603,0.448051896,-4.565481874,BCL11A,Not Significant
220990_s_at,-238.7996154,1909.873103,-1.920720263,0.064977185,0.448051896,-4.565483827,VMP1,Not Significant
218894_s_at,20.24519231,41.45206897,1.920677885,0.064982754,0.448051896,-4.565485479,MAGOHB,Not Significant
219471_at,201.22,785.147931,1.920657719,0.064985404,0.448051896,-4.565486266,RUBCNL,Not Significant
218032_at,-122.4409135,592.557931,-1.920534772,0.065001563,0.448051896,-4.565491059,SNN,Not Significant
208940_at,-65.04783654,147.7,-1.920394627,0.065019987,0.448051896,-4.565496523,SEPHS1,Not Significant
201625_s_at,379.0036538,852.9793103,1.920340201,0.065027143,0.448051896,-4.565498645,INSIG1,Not Significant
207604_s_at,-70.97677885,235.9365517,-1.919897327,0.0650854,0.448314674,-4.56551591,SLC4A7,Not Significant
202909_at,-86.86841346,382.4241379,-1.919390705,0.065152098,0.44847397,-4.565535658,EPM2AIP1,Not Significant
219329_s_at,-359.8556731,1990.335862,-1.919233837,0.065172762,0.44847397,-4.565541772,ATRAID,Not Significant
204132_s_at,114.9374519,453.9506897,1.918899427,0.065216833,0.44847397,-4.565554805,FOXO3,Not Significant
214604_at,-84.054375,328.7251724,-1.918894879,0.065217433,0.44847397,-4.565554983,HOXD11,Not Significant
210653_s_at,71.61942308,314.8072414,1.918666221,0.065247582,0.44847397,-4.565563893,BCKDHB,Not Significant
202014_at,376.4025,1543.380345,1.918597651,0.065256625,0.44847397,-4.565566566,PPP1R15A,Not Significant
216266_s_at,196.1994231,817.3010345,1.918255841,0.065301722,0.44847397,-4.565579885,ARFGEF1,Not Significant
210779_x_at,-80.51081731,348.117931,-1.918234889,0.065304487,0.44847397,-4.565580701,GEMIN2,Not Significant
212654_at,-30.94586538,61.55103448,-1.91808095,0.065324806,0.44847397,-4.565586699,TPM2,Not Significant
203519_s_at,95.13826923,493.9693103,1.918003866,0.065334983,0.44847397,-4.565589702,UPF2,Not Significant
204383_at,68.25384615,165.8734483,1.917394838,0.065415438,0.44847397,-4.565613429,ESS2,Not Significant
211463_at,-48.52875,147.3055172,-1.917302572,0.065427634,0.44847397,-4.565617023,ZIC4,Not Significant
212383_at,-153.0888942,1029.857931,-1.917158861,0.065446634,0.44847397,-4.565622621,ATP6V0A1,Not Significant
204052_s_at,-58.91620192,108.8175862,-1.917130462,0.065450389,0.44847397,-4.565623727,SFRP4,Not Significant
206906_at,51.92216346,144.4151724,1.917128317,0.065450673,0.44847397,-4.565623811,ICAM5,Not Significant
215122_at,-34.23264423,82.2837931,-1.916668264,0.065511533,0.448752995,-4.565641729,TBX6,Not Significant
212764_at,-65.93173077,269.1431034,-1.916186173,0.065575361,0.449052174,-4.565660504,ZEB1,Not Significant
210957_s_at,-14.420625,30.4137931,-1.915874975,0.065616592,0.449171742,-4.565672622,AFF2,Not Significant
211696_x_at,-1648.102981,3898.581034,-1.915658999,0.06564522,0.449171742,-4.565681031,HBB,Not Significant
207292_s_at,28.79105769,80.54241379,1.91554811,0.065659923,0.449171742,-4.565685349,MAPK7,Not Significant
202475_at,-193.9247596,1273.102414,-1.91544609,0.065673452,0.449171742,-4.565689321,TMEM147,Not Significant
209230_s_at,-313.2929808,1508.447931,-1.914902297,0.065745608,0.449393532,-4.565710491,NUPR1,Not Significant
212694_s_at,108.6980288,767.6951724,1.914897724,0.065746215,0.449393532,-4.565710669,PCCB,Not Significant
206122_at,-23.37817308,49.66862069,-1.914514255,0.065797139,0.449603698,-4.565725595,SOX15,Not Significant
201702_s_at,131.5634615,241.0882759,1.914218528,0.065836435,0.449638201,-4.565737105,PPP1R10,Not Significant
213374_x_at,-126.7841827,630.3424138,-1.914084413,0.065854263,0.449638201,-4.565742325,HIBCH,Not Significant
217525_at,-61.34591346,215.7755172,-1.913776068,0.065895266,0.449638201,-4.565754325,OLFML1,Not Significant
200053_at,-211.1855769,1343.646897,-1.91346154,0.065937115,0.449638201,-4.565766564,SPAG7,Not Significant
202861_at,91.23572115,111.2431034,1.913411768,0.065943739,0.449638201,-4.565768501,PER1,Not Significant
221742_at,101.6425481,374.3517241,1.913122135,0.0659823,0.449638201,-4.56577977,CELF1,Not Significant
220989_s_at,-168.9877404,552.12,-1.912992408,0.065999577,0.449638201,-4.565784817,AMN,Not Significant
221738_at,51.76663462,284.0555172,1.912899488,0.066011955,0.449638201,-4.565788432,RALGAPB,Not Significant
203102_s_at,268.476875,814.7351724,1.912635959,0.06604707,0.449638201,-4.565798685,MGAT2,Not Significant
215288_at,-20.71048077,28.83275862,-1.912494056,0.066065986,0.449638201,-4.565804205,TRPC2,Not Significant
209691_s_at,141.1790865,475.9534483,1.912454714,0.066071231,0.449638201,-4.565805735,DOK4,Not Significant
206706_at,-55.83442308,138.1717241,-1.912373718,0.06608203,0.449638201,-4.565808886,NTF3,Not Significant
215273_s_at,95.21,422.6696552,1.912255045,0.066097856,0.449638201,-4.565813502,TADA3,Not Significant
217248_s_at,15.94427885,26.00068966,1.911788444,0.066160112,0.449638201,-4.565831651,SLC7A8,Not Significant
201459_at,183.0558173,629.6586207,1.911440551,0.066206563,0.449638201,-4.565845181,RUVBL2,Not Significant
202003_s_at,702.9689423,1313.737241,1.911063641,0.066256921,0.449638201,-4.565859838,ACAA2,Not Significant
218472_s_at,82.10254808,382.4510345,1.910805288,0.066291457,0.449638201,-4.565869883,PELO,Not Significant
208645_s_at,-2000.949808,24645.44,-1.910695853,0.066306091,0.449638201,-4.565874138,RPS14,Not Significant
220685_at,-54.96115385,94.23275862,-1.910563119,0.066323844,0.449638201,-4.565879299,FAM120C,Not Significant
221728_x_at,-359.3791346,469.1872414,-1.9101939,0.066373249,0.449638201,-4.565893653,XIST,Not Significant
221104_s_at,-65.47846154,177.0524138,-1.909845931,0.06641984,0.449638201,-4.56590718,NIPSNAP3B,Not Significant
210975_x_at,123.385625,305.0348276,1.90967317,0.066442982,0.449638201,-4.565913895,FASTK,Not Significant
211594_s_at,-72.36629808,184.8906897,-1.909587249,0.066454495,0.449638201,-4.565917235,MRPL9,Not Significant
215799_at,-49.36620192,72.51655172,-1.909469653,0.066470254,0.449638201,-4.565921806,PDXP-DT,Not Significant
216249_at,49.87288462,161.4606897,1.909460287,0.066471509,0.449638201,-4.56592217,PVT1,Not Significant
220130_x_at,-104.7460577,269.3513793,-1.909369012,0.066483743,0.449638201,-4.565925717,LTB4R2,Not Significant
221545_x_at,113,686.9548276,1.909300172,0.066492971,0.449638201,-4.565928393,MED16,Not Significant
206677_at,-106.4064423,215.6706897,-1.909222646,0.066503365,0.449638201,-4.565931406,KRT31,Not Significant
218721_s_at,94.26567308,340.2217241,1.909053214,0.066526086,0.449638201,-4.56593799,ODR4,Not Significant
208534_s_at,40.68721154,50.33965517,1.908940899,0.066541151,0.449638201,-4.565942355,RASA4,Not Significant
211936_at,1082.24399,6615.635517,1.908715712,0.066571365,0.449638201,-4.565951106,HSPA5,Not Significant
203508_at,77.74336538,376.6482759,1.908683731,0.066575657,0.449638201,-4.565952349,TNFRSF1B,Not Significant
